,date,open,high,low,close,volume,amount
671,2016-10-14,4828.8999,4845.9902,4806.73,4808.48,492073867,2373040000000
672,2016-10-17,4808.4702,4814.8799,4790.4502,4796.1699,441311400,2119390000000
673,2016-10-18,4849.9102,4860.6802,4837.3101,4839.7202,488984839,2370060000000
674,2016-10-19,4833.8101,4845.0698,4830.6802,4836.6099,527804217,2552750000000
675,2016-10-20,4831.3101,4842.3198,4805.8398,4832.71,626261270,3023620000000
676,2016-10-21,4836.54,4853.6099,4822.7798,4851.8599,619515650,2999200000000
677,2016-10-24,4884.1602,4911.5801,4880.77,4909.9702,519900562,2545760000000
678,2016-10-25,4908.1899,4911.7598,4885.8999,4891.46,486197929,2382040000000
679,2016-10-26,4863.52,4886.3198,4846.4399,4860.5898,600735467,2922110000000
680,2016-10-27,4883.0698,4885.8301,4831.6899,4836.4502,662479552,3219160000000
681,2016-10-28,4820.5,4848.54,4794.0698,4805.5898,644382633,3104100000000
682,2016-10-31,4821.3101,4823.9199,4801.1602,4801.27,524759961,2525100000000
683,2016-11-01,4810.2998,4811.02,4726.3501,4766.9399,616422636,2945670000000
684,2016-11-02,4764.8301,4773.6499,4717.5601,4726.9102,612963421,2908960000000
685,2016-11-03,4718.5298,4732.2002,4673.0498,4679.1001,654485051,3076550000000
686,2016-11-04,4647.5898,4697.9399,4647.5898,4660.46,645856927,3011890000000
687,2016-11-07,4737.98,4777.0601,4731.79,4773.73,603495927,2869710000000
688,2016-11-08,4766.48,4824.9702,4757.25,4804.9199,550113298,2634170000000
689,2016-11-09,4748.8999,4832.9399,4747.3501,4825.1802,923478957,4422160000000
690,2016-11-10,4849.71,4855.79,4685.7402,4747.0298,974412715,4662140000000
691,2016-11-11,4729.1401,4759.8301,4711.96,4751.9502,725294002,3436600000000
692,2016-11-14,4752.6099,4753.27,4677.4102,4702.04,789602717,3727980000000
693,2016-11-15,4733.5698,4778.6499,4727.98,4764.4702,689901142,3277840000000
694,2016-11-16,4745.0298,4794.5698,4742.9399,4792.27,590618513,2816480000000
695,2016-11-17,4789.79,4826.75,4781.7202,4826.5898,624696710,3002430000000
696,2016-11-18,4832.8101,4840.8101,4804.4399,4808.04,547713720,2640820000000
697,2016-11-21,4822.0298,4862.23,4819.5698,4859.0,527972478,2555760000000
698,2016-11-22,4876.9199,4884.6299,4861.0801,4873.8398,559272853,2725960000000
699,2016-11-23,4856.7202,4859.6699,4832.5898,4853.8599,458366419,2223400000000
700,2016-11-25,4861.4702,4870.8999,4853.04,4870.02,215259279,1046990000000
701,2016-11-28,4861.73,4878.8701,4852.71,4857.02,459630164,2234990000000
702,2016-11-29,4859.8501,4896.5698,4848.8901,4873.21,534724959,2603910000000
703,2016-11-30,4876.2998,4880.7598,4810.8101,4810.8101,624149040,3023800000000
704,2016-12-01,4806.77,4810.4399,4723.5698,4734.1001,696595252,3321870000000
705,2016-12-02,4734.3799,4759.0298,4721.4102,4739.3701,602528272,2855110000000
706,2016-12-05,4762.3398,4795.2798,4743.5298,4778.1401,538877198,2570350000000
707,2016-12-06,4786.0601,4796.5801,4769.3901,4788.6699,489378603,2341760000000
708,2016-12-07,4778.8599,4854.3198,4765.4399,4851.9399,641552845,3087560000000
709,2016-12-08,4849.75,4869.5601,4843.04,4859.1899,542388182,2633500000000
710,2016-12-09,4878.54,4897.2402,4877.1802,4895.8999,546081414,2668820000000
711,2016-12-12,4878.04,4882.98,4854.27,4874.2998,517495824,2521450000000
712,2016-12-13,4893.6499,4960.48,4890.1499,4935.8398,593669917,2920870000000
713,2016-12-14,4943.6299,4955.25,4910.7598,4921.2202,599417416,2956760000000
714,2016-12-15,4925.6499,4959.8999,4919.8101,4933.4102,603218668,2976700000000
715,2016-12-16,4945.04,4952.1401,4904.3799,4914.8599,814377316,4014150000000
716,2016-12-19,4919.1602,4963.0,4911.75,4934.8501,449992443,2219450000000
717,2016-12-20,4948.3398,4961.5498,4944.3198,4953.7998,423929471,2099300000000
718,2016-12-21,4952.0698,4957.4502,4938.2402,4948.8999,377437226,1868000000000
719,2016-12-22,4948.3599,4948.3599,4917.3301,4934.3901,470727266,2324030000000
720,2016-12-23,4927.5298,4940.04,4922.9399,4940.02,274284181,1352940000000
721,2016-12-27,4948.9199,4992.0801,4947.5898,4965.8101,316873434,1572830000000
722,2016-12-28,4976.4199,4978.4302,4922.0898,4926.29,365374853,1808900000000
723,2016-12-29,4923.9199,4933.71,4903.2798,4918.2798,338847359,1667060000000
724,2016-12-30,4925.3599,4927.1602,4853.9302,4863.6201,437094517,2138490000000
725,2017-01-03,4900.8501,4928.4902,4884.52,4911.3301,545994990,2678810000000
726,2017-01-04,4920.79,4944.75,4919.7998,4937.21,499424968,2462480000000
727,2017-01-05,4936.3501,4967.8999,4935.3398,4964.9502,504548399,2498090000000
728,2017-01-06,4973.8701,5020.7002,4957.8198,5007.0801,481499232,2402620000000
729,2017-01-09,5013.8198,5033.3198,5009.4502,5024.8999,490659840,2463300000000
730,2017-01-10,5027.5,5049.8301,5016.1899,5035.1699,479412540,2412490000000
731,2017-01-11,5033.8799,5050.21,5012.6499,5050.21,496942025,2502970000000
732,2017-01-12,5029.2798,5044.3701,4995.0698,5041.4302,422700842,2125140000000
733,2017-01-13,5047.5601,5066.9502,5045.9199,5059.5098,393876206,1991040000000
734,2017-01-17,5043.0698,5053.2002,5029.6099,5044.6499,466462620,2352200000000
735,2017-01-18,5050.2598,5058.2002,5039.1802,5055.8501,437033898,2207400000000
736,2017-01-19,5061.1001,5078.4102,5041.21,5051.1699,458087215,2316990000000
737,2017-01-20,5070.1499,5085.3398,5050.02,5063.2002,498199393,2524460000000
738,2017-01-23,5055.9702,5073.2402,5035.4902,5065.7002,528222854,2671540000000
739,2017-01-24,5079.6099,5108.2202,5068.3701,5101.0601,551723517,2807890000000
740,2017-01-25,5132.8701,5153.1802,5129.0,5151.4702,615554045,3164950000000
741,2017-01-26,5164.1201,5168.2002,5148.8501,5156.9199,670307595,3458470000000
742,2017-01-27,5169.4902,5172.4302,5150.1802,5168.0601,587471565,3034310000000
743,2017-01-30,5146.4102,5146.8799,5098.3398,5129.3301,537199292,2755960000000
744,2017-01-31,5107.4702,5116.7998,5086.3301,5116.77,537373167,2744280000000
745,2017-02-01,5157.8301,5162.46,5128.8999,5152.6899,674490512,3473940000000
746,2017-02-02,5141.27,5162.5601,5128.7598,5147.7002,594516275,3058830000000
747,2017-02-03,5153.6099,5165.4702,5147.5801,5161.6001,457677663,2360270000000
748,2017-02-06,5154.1802,5167.96,5148.0601,5167.96,441989223,2280460000000
749,2017-02-07,5178.8501,5196.27,5174.3398,5185.8799,475830141,2466620000000
750,2017-02-08,5176.5,5201.5698,5168.98,5196.5801,538358716,2791880000000
751,2017-02-09,5200.1699,5221.6201,5196.0698,5212.1602,556767098,2899370000000
752,2017-02-10,5219.8101,5234.27,5212.8301,5226.6899,553143862,2889290000000
753,2017-02-13,5242.4902,5262.4199,5241.0,5256.8198,488791113,2566490000000
754,2017-02-14,5251.3599,5271.1001,5238.6899,5271.0698,551609525,2900390000000
755,2017-02-15,5266.1201,5304.3398,5264.4399,5302.3901,548754587,2899800000000
756,2017-02-16,5306.3799,5316.79,5287.54,5300.6401,549226071,2912460000000
757,2017-02-17,5295.4902,5324.7202,5291.7002,5324.7202,535437666,2842720000000
758,2017-02-21,5334.5698,5353.1602,5330.4702,5350.73,497233488,2656340000000
759,2017-02-22,5345.1802,5354.73,5335.7998,5352.1299,490514692,2622760000000
760,2017-02-23,5358.0298,5358.5298,5309.9902,5332.3701,475768620,2540480000000
761,2017-02-24,5305.23,5343.3101,5304.0098,5343.3101,444219011,2365010000000
762,2017-02-27,5330.5601,5347.8799,5322.1299,5347.5498,456134341,2434400000000
763,2017-02-28,5344.1802,5347.46,5316.7002,5330.3101,530542380,2830260000000
764,2017-03-01,5368.6499,5398.4302,5355.3799,5390.9902,560259105,3013280000000
765,2017-03-02,5386.3398,5387.73,5355.5298,5363.2598,529323277,2844170000000
766,2017-03-03,5355.21,5373.48,5344.48,5373.48,431699957,2314630000000
767,2017-03-06,5352.6099,5368.27,5338.6099,5360.3101,454823714,2435560000000
768,2017-03-07,5348.2002,5373.2598,5341.4302,5351.2798,444614481,2380260000000
769,2017-03-08,5351.3501,5375.77,5348.73,5359.8101,446792513,2394320000000
770,2017-03-09,5355.7798,5370.6602,5336.0801,5363.98,466530696,2499030000000
771,2017-03-10,5390.46,5394.6602,5364.1001,5385.8999,501788955,2701520000000
772,2017-03-13,5387.73,5396.3901,5382.02,5394.5698,512675544,2763410000000
773,2017-03-14,5382.79,5384.8799,5360.7002,5382.1699,389099450,2092430000000
774,2017-03-15,5392.48,5426.8398,5375.8799,5416.25,490520307,2650210000000
775,2017-03-16,5421.46,5423.6602,5399.27,5412.0801,433623705,2347690000000
776,2017-03-17,5413.4702,5423.2798,5406.8101,5408.7598,741948355,4016230000000
777,2017-03-20,5406.02,5426.4702,5400.1602,5413.3101,384322519,2079760000000
778,2017-03-21,5433.2798,5439.5801,5328.71,5332.5298,582119558,3133860000000
779,2017-03-22,5332.6401,5372.27,5327.25,5367.5601,460250624,2462310000000
780,2017-03-23,5356.71,5375.4302,5346.29,5355.1401,436530485,2339100000000
781,2017-03-24,5376.7402,5392.2798,5345.9399,5364.0,543096200,2916290000000
782,2017-03-27,5320.96,5383.2202,5316.02,5374.27,440271747,2354850000000
783,2017-03-28,5371.8999,5422.25,5363.29,5407.21,452214218,2437960000000
784,2017-03-29,5410.1401,5433.3599,5405.1001,5430.27,405473693,2197550000000
785,2017-03-30,5430.3101,5446.5098,5425.2998,5439.7402,373545576,2030390000000
786,2017-03-31,5430.9902,5451.5,5427.5,5436.23,445992015,2424660000000
787,2017-04-03,5440.2002,5453.4399,5403.3101,5432.2002,491779143,2671490000000
788,2017-04-04,5415.5298,5441.2402,5415.2998,5440.4102,429800652,2333010000000
789,2017-04-05,5447.27,5479.8599,5409.04,5418.52,488881734,2658870000000
790,2017-04-06,5423.6499,5435.0601,5407.8701,5420.8799,429448427,2328410000000
791,2017-04-07,5420.9399,5434.1802,5400.0801,5418.3701,385268816,2087540000000
792,2017-04-10,5423.5698,5442.71,5406.5801,5421.6802,393548943,2134470000000
793,2017-04-11,5413.9102,5422.79,5359.1401,5398.3999,474282157,2560440000000
794,2017-04-12,5394.6099,5399.5498,5370.2402,5377.0298,454735018,2448910000000
795,2017-04-13,5370.6899,5398.9902,5353.5898,5353.5898,395883715,2125580000000
796,2017-04-17,5369.21,5399.2002,5367.5898,5399.2002,347103733,1868740000000
797,2017-04-18,5383.7402,5405.54,5377.9102,5391.6602,393477059,2120730000000
798,2017-04-19,5416.2998,5431.0,5392.2798,5399.6401,497712761,2692530000000
799,2017-04-20,5422.4702,5455.8799,5413.3198,5443.5298,512749645,2786180000000
800,2017-04-21,5447.2798,5450.8101,5430.2202,5442.0498,549465083,2990510000000
801,2017-04-24,5503.27,5513.5698,5494.46,5508.0298,558049419,3071970000000
802,2017-04-25,5523.48,5557.9302,5521.52,5548.1899,556308298,3080710000000
803,2017-04-26,5553.6001,5563.9702,5537.9902,5541.0898,541168811,3003030000000
804,2017-04-27,5555.27,5573.2598,5551.5498,5571.2798,599099017,3332690000000
805,2017-04-28,5598.4702,5600.0,5575.21,5583.5298,664757395,3715530000000
806,2017-05-01,5602.4399,5640.48,5600.3101,5629.6299,524108130,2944550000000
807,2017-05-02,5642.4102,5645.0801,5625.4902,5644.0698,568155700,3203980000000
808,2017-05-03,5624.8701,5629.7798,5608.1602,5625.1602,563987838,3170740000000
809,2017-05-04,5623.5698,5633.4902,5606.0498,5626.3198,511655948,2876710000000
810,2017-05-05,5640.7798,5646.0898,5619.6001,5646.0898,448713241,2529910000000
811,2017-05-08,5649.1802,5659.0698,5638.0,5659.0698,542192848,3064110000000
812,2017-05-09,5667.98,5691.21,5664.0,5678.3101,532125042,3020010000000
813,2017-05-10,5681.3301,5683.6401,5661.4399,5681.6802,575437321,3266770000000
814,2017-05-11,5662.5898,5675.5,5637.3999,5674.2202,556751559,3152570000000
815,2017-05-12,5683.5801,5687.4199,5672.0298,5686.8101,471791891,2680940000000
816,2017-05-15,5687.9702,5706.6099,5683.1001,5704.48,535862753,3052030000000
817,2017-05-16,5715.1499,5724.71,5699.4102,5724.4399,521738070,2982220000000
818,2017-05-17,5673.6201,5688.7402,5578.1602,5580.5498,696340641,3920580000000
819,2017-05-18,5569.8101,5645.0801,5568.4702,5626.3101,653379037,3660500000000
820,2017-05-19,5640.71,5673.6299,5640.6802,5651.5601,577994591,3266620000000
821,2017-05-22,5662.9502,5701.0498,5661.5898,5699.3999,0,0
822,2017-05-23,5714.9399,5716.5498,5690.2002,5703.3501,489393779,2792610000000
823,2017-05-24,5720.8301,5732.5698,5705.1699,5730.2998,466346949,2668540000000
824,2017-05-25,5748.29,5793.1299,5738.8198,5778.3701,503433254,2902120000000
825,2017-05-26,5782.1699,5790.1899,5771.71,5785.7402,313768979,1814350000000
826,2017-05-30,5785.3799,5799.9902,5781.3701,5794.6299,482108320,2791570000000
827,2017-05-31,5812.9702,5813.2598,5762.5601,5788.7998,611774679,3544870000000
828,2017-06-01,5804.1699,5816.6001,5779.8901,5816.5098,511987505,2971730000000
829,2017-06-02,5834.4102,5881.46,5825.7402,5881.46,514428199,3012370000000
830,2017-06-05,5881.21,5888.9199,5871.0898,5878.1201,456908559,2686550000000
831,2017-06-06,5869.48,5890.8799,5848.3198,5856.77,514068369,3015710000000
832,2017-06-07,5871.77,5883.1899,5845.96,5877.5898,467476143,2743910000000
833,2017-06-08,5894.75,5895.1802,5852.6499,5885.2998,593176008,3489040000000
834,2017-06-09,5891.6699,5897.6899,5657.7598,5741.9399,918051505,5322190000000
835,2017-06-12,5677.1602,5716.2002,5633.3398,5708.1802,840790387,4778820000000
836,2017-06-13,5740.21,5760.54,5709.1699,5751.8198,685853952,3937100000000
837,2017-06-14,5774.1201,5774.1899,5682.3501,5727.0698,591088569,3392510000000
838,2017-06-15,5661.3599,5707.3701,5634.5801,5700.8901,602059795,3417320000000
839,2017-06-16,5694.21,5695.7402,5656.6201,5681.48,1041229129,5916280000000
840,2017-06-19,5729.54,5776.3701,5724.4902,5772.2202,482423408,2774250000000
841,2017-06-20,5762.9902,5772.1699,5725.0098,5726.3101,504501764,2899180000000
842,2017-06-21,5740.5801,5784.9199,5737.0098,5782.3901,515474265,2969760000000
843,2017-06-22,5787.4302,5802.46,5767.8701,5779.8701,474248831,2743250000000
844,2017-06-23,5775.0298,5810.3101,5759.7002,5803.1099,654270353,3786290000000
845,2017-06-26,5832.3101,5845.1499,5765.8701,5777.5898,479349863,2782740000000
846,2017-06-27,5752.7202,5761.04,5671.6001,5671.6001,555211498,3172610000000
847,2017-06-28,5693.48,5757.23,5660.5298,5753.0298,501625567,2867330000000
848,2017-06-29,5723.3101,5723.6602,5599.4399,5653.02,609931543,3461270000000
849,2017-06-30,5676.3999,5681.8999,5637.7402,5646.9199,551612895,3122540000000
850,2017-07-03,5680.3599,5684.98,5592.5298,5596.96,311561965,1756810000000
851,2017-07-05,5611.0,5663.6001,5593.6602,5648.8198,518956537,2921350000000
852,2017-07-06,5606.4199,5628.8398,5579.6401,5597.8999,500107276,2802200000000
853,2017-07-07,5618.8501,5673.02,5618.8501,5656.4702,409517974,2310420000000
854,2017-07-10,5662.71,5708.6201,5650.2598,5694.1499,456825490,2594280000000
855,2017-07-11,5687.0298,5717.9102,5667.27,5709.7998,434443287,2474370000000
856,2017-07-12,5757.2002,5785.0,5749.6499,5778.9502,490480778,2828950000000
857,2017-07-13,5785.3198,5806.1802,5776.6201,5793.3599,487760960,2824320000000
858,2017-07-14,5815.04,5844.7998,5799.8501,5838.0801,426393300,2483500000000
859,2017-07-17,5845.8198,5860.6401,5830.25,5839.7402,414346432,2421490000000
860,2017-07-18,5832.9199,5880.5498,5818.2002,5880.1001,431999662,2528470000000
861,2017-07-19,5898.3999,5922.3701,5895.54,5916.1602,507098016,2995990000000
862,2017-07-20,5929.5801,5932.6099,5896.6099,5921.2202,503308495,2979590000000
863,2017-07-21,5905.6001,5921.52,5890.25,5921.52,482277833,2850130000000
864,2017-07-24,5920.9302,5950.5801,5912.7402,5941.3701,443034612,2627820000000
865,2017-07-25,5927.1001,5945.0601,5916.29,5930.6499,510633234,3027940000000
866,2017-07-26,5944.1602,5954.3799,5939.1699,5950.73,524754744,3120770000000
867,2017-07-27,5994.02,5995.77,5847.0498,5917.0298,884451739,5252290000000
868,2017-07-28,5883.7002,5918.3101,5868.9199,5908.9199,574984355,3389510000000
869,2017-07-31,5928.6802,5932.3701,5871.79,5880.3301,591048870,3489130000000
870,2017-08-01,5900.6401,5905.29,5880.4502,5895.1699,507291434,2990680000000
871,2017-08-02,5934.0698,5936.1499,5859.6201,5914.23,608317689,3595780000000
872,2017-08-03,5915.73,5917.4702,5879.7202,5891.2002,518462927,3059470000000
873,2017-08-04,5899.6899,5912.5601,5877.0601,5899.9102,493747505,2911780000000
874,2017-08-07,5909.4502,5936.79,5903.75,5934.73,438901383,2598810000000
875,2017-08-08,5922.6401,5972.9302,5910.5,5926.3501,502965281,2984150000000
876,2017-08-09,5879.5498,5920.96,5866.1699,5919.3901,504592440,2975340000000
877,2017-08-10,5880.1299,5887.27,5783.3599,5788.1899,569909766,3325270000000
878,2017-08-11,5792.3198,5844.6099,5785.2598,5831.5298,485581646,2822890000000
879,2017-08-14,5878.6401,5916.3301,5878.0,5908.1699,484349729,2855380000000
880,2017-08-15,5917.29,5919.75,5893.8501,5907.73,445321215,2631690000000
881,2017-08-16,5920.6802,5944.98,5899.5601,5917.4199,442996196,2622830000000
882,2017-08-17,5896.3101,5903.8701,5796.3198,5796.3198,522461039,3055460000000
883,2017-08-18,5803.8999,5831.0801,5770.1401,5790.9102,495402228,2872840000000
884,2017-08-21,5791.04,5804.2998,5750.5,5786.54,430332624,2488650000000
885,2017-08-22,5817.29,5879.0,5817.02,5873.3301,413275384,2416280000000
886,2017-08-23,5842.1602,5864.7798,5840.71,5851.7798,407640234,2384640000000
887,2017-08-24,5863.9902,5871.8701,5802.77,5834.4399,420475761,2456950000000
888,2017-08-25,5854.3101,5870.4702,5815.6001,5822.5298,396159893,2313860000000
889,2017-08-28,5839.27,5852.7998,5821.8701,5838.0801,391155641,2283570000000
890,2017-08-29,5785.29,5871.79,5785.2202,5862.1401,369079131,2150300000000
891,2017-08-30,5870.8799,5940.5698,5865.3398,5932.8999,452382017,2670150000000
892,2017-08-31,5948.7402,5995.4502,5945.9502,5988.6001,527617676,3149710000000
893,2017-09-01,6001.8198,6009.6099,5972.27,5987.8999,374706261,2245580000000
894,2017-09-05,5966.6401,5980.9102,5890.25,5932.73,494680278,2939700000000
895,2017-09-06,5949.54,5964.3799,5909.9199,5951.1299,474201024,2818530000000
896,2017-09-07,5960.4399,5980.1499,5943.8901,5964.3101,521117621,3107010000000
897,2017-09-08,5957.1899,5958.8101,5907.96,5913.3701,468278320,2778920000000
898,2017-09-11,5962.3501,5990.8701,5960.8701,5980.5298,487365623,2911350000000
899,2017-09-12,5998.75,6002.9702,5968.0898,5995.6401,511884177,3066880000000
900,2017-09-13,5982.8501,6004.4702,5974.8799,6004.3799,493139100,2954710000000
901,2017-09-14,5981.8501,5997.23,5965.0601,5968.8198,455596204,2723660000000
902,2017-09-15,5965.6602,6009.4399,5957.8501,5988.0,812366762,4858150000000
903,2017-09-18,5997.5098,6012.9502,5963.1699,5981.1201,523513016,3135160000000
904,2017-09-19,5991.9302,5998.2402,5971.1699,5991.0801,482856965,2891400000000
905,2017-09-20,5987.7202,5994.5298,5927.7002,5973.6001,547200458,3267270000000
906,2017-09-21,5965.6001,5965.6001,5915.7402,5934.9102,431558314,2565810000000
907,2017-09-22,5912.1899,5937.5898,5911.48,5932.3198,429398549,2543500000000
908,2017-09-25,5904.0601,5908.5698,5839.8901,5867.3501,577488927,3395620000000
909,2017-09-26,5893.1802,5908.4702,5862.9902,5881.3398,511222539,3009310000000
910,2017-09-27,5912.96,5957.75,5900.3501,5937.79,553095846,3278320000000
911,2017-09-28,5920.6499,5939.2202,5908.6201,5933.0698,472009077,2796840000000
912,2017-09-29,5941.7798,5980.2202,5930.8198,5979.2998,501260486,2986530000000
913,2017-10-02,5988.96,6005.2002,5955.8301,5981.9199,510591326,3054860000000
914,2017-10-03,5986.8501,5999.1899,5976.6499,5995.0601,421864910,2526730000000
915,2017-10-04,5983.3101,6009.8101,5976.1201,5998.8398,487731759,2922500000000
916,2017-10-05,6018.27,6059.21,6014.77,6057.1401,452881585,2734200000000
917,2017-10-06,6037.29,6064.6699,6037.02,6064.5698,415398555,2513530000000
918,2017-10-09,6071.96,6078.7998,6051.3301,6058.5298,377437518,2289220000000
919,2017-10-10,6078.27,6084.1401,6036.7202,6063.52,473910556,2874580000000
920,2017-10-11,6062.73,6082.25,6052.4399,6081.25,485278256,2945480000000
921,2017-10-12,6072.21,6093.7598,6063.4702,6069.9902,577426923,3507790000000
922,2017-10-13,6094.7202,6100.0601,6087.0298,6092.4502,466191371,2840770000000
923,2017-10-16,6108.6602,6115.5298,6095.6299,6114.5298,442750600,2704580000000
924,2017-10-17,6111.3198,6122.8198,6103.6602,6122.6099,452686820,2768230000000
925,2017-10-18,6128.9102,6129.4902,6106.8501,6114.3501,458981149,2808920000000
926,2017-10-19,6074.2798,6092.8701,6051.4702,6092.6201,532070134,3233820000000
927,2017-10-20,6114.46,6122.5601,6102.1602,6108.8198,542301286,3314550000000
928,2017-10-23,6122.2402,6122.2402,6061.0801,6067.8301,520212824,3169840000000
929,2017-10-24,6078.02,6090.8901,6057.6899,6080.2202,471969572,2868020000000
930,2017-10-25,6069.3501,6087.5801,6011.2402,6055.04,542264130,3283840000000
931,2017-10-26,6056.0498,6066.6099,6035.9502,6037.8701,631732713,3821430000000
932,2017-10-27,6138.23,6223.52,6129.79,6213.4702,840750147,5192690000000
933,2017-10-30,6209.7998,6250.8501,6202.5298,6227.5898,594184639,3697430000000
934,2017-10-31,6241.8799,6258.4199,6229.1499,6248.5601,625193324,3904020000000
935,2017-11-01,6274.2598,6276.6602,6224.5801,6248.6499,599055433,3747710000000
936,2017-11-02,6238.29,6243.7402,6194.5801,6236.3901,630798161,3928770000000
937,2017-11-03,6266.1899,6297.6201,6237.6499,6295.5801,654902904,4109030000000
938,2017-11-06,6292.1499,6318.5801,6291.8398,6313.6099,610531394,3848820000000
939,2017-11-07,6314.6899,6328.5801,6299.5298,6320.7798,539147674,3405200000000
940,2017-11-08,6319.0298,6346.98,6308.6201,6345.8101,490236703,3103250000000
941,2017-11-09,6295.29,6315.1602,6248.29,6312.21,541928468,3410210000000
942,2017-11-10,6295.29,6315.1602,6248.29,6309.0698,541928468,3409790000000
943,2017-11-13,6286.0098,6325.1802,6285.9702,6316.1802,483612326,3048370000000
944,2017-11-14,6293.3301,6300.46,6263.77,6293.6401,486083619,3056400000000
945,2017-11-15,6261.27,6276.7998,6227.9902,6258.3599,472454858,2955730000000
946,2017-11-16,6293.46,6352.4702,6293.46,6339.1401,552323193,3490480000000
947,2017-11-17,6343.6401,6345.5601,6308.48,6314.5098,610883122,3865700000000
948,2017-11-20,6319.5698,6324.5898,6301.8799,6308.6099,465324573,2937900000000
949,2017-11-21,6336.9102,6380.0698,6336.2598,6378.6299,484654650,3081420000000
950,2017-11-22,6384.1299,6391.1602,6371.7402,6386.1201,406179008,2592760000000
951,2017-11-24,6393.3301,6410.77,6389.3999,6409.29,205132105,1312990000000
952,2017-11-27,6409.52,6420.21,6392.0098,6405.9702,459015913,2940880000000
953,2017-11-28,6419.48,6426.04,6385.3198,6422.5601,492416338,3158040000000
954,2017-11-29,6412.6899,6412.6899,6279.3599,6311.3799,812496342,5162630000000
955,2017-11-30,6337.3398,6374.1899,6321.4302,6365.5601,746879613,4742410000000
956,2017-12-01,6325.6099,6365.2998,6244.8398,6337.8701,672967124,4252080000000
957,2017-12-04,6380.6802,6380.77,6256.8101,6263.7002,781315584,4938300000000
958,2017-12-05,6242.4702,6337.0601,6235.77,6265.1099,629697869,3948270000000
959,2017-12-06,6243.7202,6304.1001,6234.2202,6293.0498,524326142,3286880000000
960,2017-12-07,6300.6401,6333.29,6290.6499,6316.2798,537860764,3394020000000
961,2017-12-08,6364.6001,6377.5498,6335.23,6344.5698,492828646,3132170000000
962,2017-12-11,6351.2402,6394.4302,6347.9102,6393.8901,470387493,2997250000000
963,2017-12-12,6389.4702,6403.5,6371.6899,6383.6499,469641797,2999640000000
964,2017-12-13,6405.4102,6416.8301,6388.4102,6394.6699,506649692,3243230000000
965,2017-12-14,6407.25,6423.6802,6386.25,6389.9102,537889494,3443450000000
966,2017-12-15,6405.1499,6470.9199,6405.0298,6466.3198,999865899,6435990000000
967,2017-12-18,6504.8901,6522.7002,6495.1802,6513.27,579612080,3772700000000
968,2017-12-19,6505.3501,6510.8701,6462.79,6480.6699,523560194,3397860000000
969,2017-12-20,6504.5498,6504.5498,6447.9302,6472.48,520642471,3375000000000
970,2017-12-21,6481.0801,6501.52,6467.7798,6472.6899,479761768,3109220000000
971,2017-12-22,6462.5498,6467.8301,6449.0,6465.1699,357075511,2307110000000
972,2017-12-26,6427.3198,6438.2402,6407.9902,6433.1602,312335232,2007280000000
973,2017-12-27,6437.0601,6448.9399,6425.9199,6435.1499,291723812,1877760000000
974,2017-12-28,6449.52,6452.0698,6432.6802,6441.4199,267771458,1725500000000
975,2017-12-29,6439.8999,6442.5298,6396.4199,6396.4199,353522456,2269200000000
976,2018-01-02,6431.5898,6513.02,6417.75,6511.3398,490113981,3170270000000
977,2018-01-03,6520.0298,6579.25,6519.2598,6575.7998,624438719,4089190000000
978,2018-01-04,6595.75,6603.1699,6576.9199,6584.5801,550342585,3626820000000
979,2018-01-05,6613.1201,6654.98,6605.0298,6653.29,510394997,3384740000000
980,2018-01-08,6651.6802,6680.3198,6649.2002,6676.6299,493653763,3289930000000
981,2018-01-09,6692.8701,6696.1201,6658.27,6677.9399,519664647,3472040000000
982,2018-01-10,6640.6602,6663.5098,6619.3501,6662.6602,561365117,3731140000000
983,2018-01-11,6675.6899,6708.4902,6664.7402,6708.4902,486484429,3254270000000
984,2018-01-12,6699.3198,6763.98,6695.52,6758.54,530693700,3571220000000
985,2018-01-16,6807.8501,6835.79,6719.1099,6737.1401,619498842,4197090000000
986,2018-01-17,6767.8501,6820.04,6738.4502,6810.2798,582897617,3954470000000
987,2018-01-18,6804.5898,6826.79,6784.7202,6811.3799,507690691,3455780000000
988,2018-01-19,6829.04,6843.2402,6801.5898,6834.3301,563855474,3849470000000
989,2018-01-22,6829.5498,6906.2798,6822.8501,6906.2798,530447010,3642180000000
990,2018-01-23,6928.27,6969.3999,6926.3701,6963.46,531950927,3695400000000
991,2018-01-24,6975.3799,6992.9102,6880.6802,6919.3501,659166007,4575980000000
992,2018-01-25,6965.0098,6967.6001,6894.8398,6916.2998,554958450,3849160000000
993,2018-01-26,6956.6602,7022.9702,6941.48,7022.9702,688811267,4812050000000
994,2018-01-29,7000.6802,7020.6401,6974.7002,6988.3198,625842472,4378450000000
995,2018-01-30,6910.3901,6958.79,6894.6299,6930.73,618440225,4281850000000
996,2018-01-31,6972.8101,6983.6099,6915.48,6949.4102,546095469,3798270000000
997,2018-02-01,6910.5698,6970.7598,6879.02,6901.5,713380362,4933360000000
998,2018-02-02,6866.3799,6889.0698,6764.9399,6776.4102,601380477,4103940000000
999,2018-02-05,6687.4702,6807.96,6498.1499,6543.8501,724480348,4806460000000
1000,2018-02-06,6378.6001,6673.4102,6370.48,6665.98,989050129,6450700000000
1001,2018-02-07,6632.98,6716.25,6581.3799,6582.02,729763552,4836990000000
