,date,open,high,low,close,volume
0,2009-10-28,4111.617,4182.078,4098.415,4182.078,781608500
1,2009-10-29,4130.472,4185.567,4107.391,4135.283,885491600
2,2009-10-30,4186.98,4233.273,4160.965,4187.778,881840700
3,2009-11-02,4115.831,4325.361,4100.538,4324.185,1152899600
4,2009-11-03,4327.318,4397.519,4315.323,4369.147,1142312800
5,2009-11-04,4371.088,4418.173,4357.857,4391.138,1017821200
6,2009-11-05,4397.834,4411.788,4354.116,4411.788,912389300
7,2009-11-06,4428.915,4451.236,4407.522,4417.506,1014402800
8,2009-11-09,4425.599,4431.068,4388.078,4428.324,818645900
9,2009-11-10,4442.544,4493.067,4433.007,4472.264,897354100
10,2009-11-11,4483.107,4511.321,4454.663,4497.691,817006100
11,2009-11-12,4507.355,4621.882,4507.355,4571.856,1252752500
12,2009-11-13,4565.314,4650.569,4544.578,4650.569,1231774300
13,2009-11-16,4680.29,4788.51,4680.29,4750.52,1425606700
14,2009-11-17,4758.999,4758.999,4694.695,4738.959,974743900
15,2009-11-18,4749.184,4763.57,4698.435,4732.388,1298844900
16,2009-11-19,4734.983,4757.868,4697.128,4745.029,1381471600
17,2009-11-20,4726.52,4765.724,4704.633,4746.727,1150810900
18,2009-11-23,4747.685,4872.791,4742.487,4872.519,1348743500
19,2009-11-24,4890.384,4916.044,4652.036,4669.113,1749797800
20,2009-11-25,4653.883,4833.346,4652.858,4832.411,1284388400
21,2009-11-26,4843.69,4848.228,4582.387,4603.513,1425778200
22,2009-11-27,4547.337,4631.49,4483.051,4513.506,1023158900
23,2009-11-30,4556.094,4772.813,4556.094,4771.944,1168563500
24,2009-12-01,4769.919,4882.781,4754.538,4862.663,1295826700
25,2009-12-02,4877.131,4894.038,4843.913,4879.888,1032401200
26,2009-12-03,4879.23,4879.23,4815.911,4869.097,1146412400
27,2009-12-04,4858.406,4880.329,4690.002,4796.652,1284003900
28,2009-12-07,4847.555,4871.508,4815.676,4867.05,953631100
29,2009-12-08,4872.035,4887.892,4797.794,4844.188,870134000
30,2009-12-09,4809.525,4853.611,4783.21,4814.485,836558800
31,2009-12-10,4842.428,4890.147,4828.104,4863.596,848538800
32,2009-12-11,4875.386,4916.978,4850.918,4870.361,762888200
33,2009-12-14,4871.155,4873.871,4780.186,4865.477,728096000
34,2009-12-15,4856.719,4902.288,4832.25,4860.381,623874500
35,2009-12-16,4846.309,4871.099,4796.695,4807.844,634956400
36,2009-12-17,4806.761,4821.245,4664.835,4674.067,675797700
37,2009-12-18,4638.075,4639.753,4538.277,4540.659,627358800
38,2009-12-21,4543.803,4616.561,4543.803,4616.304,467757600
39,2009-12-22,4627.757,4639.15,4513.63,4530.803,521439100
40,2009-12-23,4520.699,4629.794,4520.699,4628.243,497002600
41,2009-12-24,4641.128,4796.824,4634.778,4781.153,697545700
42,2009-12-25,4783.043,4808.131,4755.492,4787.611,536593900
43,2009-12-28,4800.868,4865.03,4800.868,4863.226,758348400
44,2009-12-29,4869.189,4888.831,4806.309,4887.881,797300600
45,2009-12-30,4883.491,4883.491,4810.968,4864.399,802075100
46,2009-12-31,4868.519,4910.399,4843.618,4909.502,860066200
47,2010-01-04,4939.748,4947.365,4886.96,4888.17,902304000
48,2010-01-05,4887.517,4897.736,4814.424,4847.667,955545200
49,2010-01-06,4847.694,4848.277,4777.125,4785.942,1045448700
50,2010-01-07,4776.569,4777.788,4614.494,4651.615,1107531000
51,2010-01-08,4631.191,4679.319,4582.511,4678.742,841964100
52,2010-01-11,4717.432,4742.209,4611.41,4630.261,991519900
53,2010-01-12,4629.131,4746.392,4612.28,4746.196,1033845600
54,2010-01-13,4651.713,4775.342,4631.296,4705.871,1206637000
55,2010-01-14,4721.571,4860.458,4721.511,4853.133,1302044300
56,2010-01-15,4865.445,4893.585,4844.206,4869.968,1041392200
57,2010-01-18,4878.196,4948.609,4866.931,4944.057,1080436900
58,2010-01-19,4954.197,4956.442,4892.979,4911.052,884740600
59,2010-01-20,4909.288,4910.012,4726.275,4742.633,1088415700
60,2010-01-21,4737.929,4767.209,4693.958,4755.69,787999900
61,2010-01-22,4704.264,4725.908,4576.692,4646.871,863974000
62,2010-01-25,4628.966,4650.664,4595.844,4597.863,671983400
63,2010-01-26,4607.281,4629.946,4477.482,4507.025,695201200
64,2010-01-27,4506.013,4534.073,4435.509,4466.604,632646100
65,2010-01-28,4462.272,4542.493,4444.936,4539.857,459025700
66,2010-01-29,4529.644,4623.947,4509.073,4559.976,609275200
67,2010-02-01,4563.958,4570.801,4481.432,4534.734,698518800
68,2010-02-02,4543.493,4576.509,4489.809,4492.652,631296400
69,2010-02-03,4498.506,4538.597,4389.747,4538.564,693826000
70,2010-02-04,4526.41,4585.703,4496.354,4549.813,689683200
71,2010-02-05,4468.498,4508.309,4441.227,4475.978,588700900
72,2010-02-08,4473.202,4507.33,4469.338,4487.498,442529200
73,2010-02-09,4487.321,4509.076,4455.002,4478.253,409284700
74,2010-02-10,4508.661,4532.063,4495.427,4531.872,375386500
75,2010-02-11,4534.944,4586.234,4525.021,4557.834,400516900
76,2010-02-12,4571.214,4615.362,4563.315,4607.55,409430000
77,2010-02-22,4602.367,4606.068,4561.909,4562.5,468884400
78,2010-02-23,4555.776,4571.164,4486.724,4570.623,582768300
79,2010-02-24,4552.557,4641.512,4531.343,4641.169,604183300
80,2010-02-25,4646.359,4707.862,4645.891,4703.217,841788600
81,2010-02-26,4701.1,4732.649,4681.959,4695.522,670565400
82,2010-03-01,4691.211,4723.582,4683.844,4707.244,714139900
83,2010-03-02,4717.663,4739.603,4676.083,4691.617,939541600
84,2010-03-03,4696.327,4744.525,4667.196,4744.145,1222450800
85,2010-03-04,4749.645,4779.15,4603.065,4617.617,1332131600
86,2010-03-05,4619.467,4660.741,4599.606,4639.108,700832400
87,2010-03-08,4651.816,4664.758,4641.797,4657.264,686144300
88,2010-03-09,4658.592,4671.854,4630.348,4660.75,698612200
89,2010-03-10,4658.782,4663.795,4589.799,4612.026,790756800
90,2010-03-11,4610.704,4620.613,4550.056,4570.67,614953100
91,2010-03-12,4572.858,4584.182,4513.579,4517.194,506208500
92,2010-03-15,4513.866,4520.489,4431.231,4445.423,492591400
93,2010-03-16,4455.793,4476.018,4421.518,4464.676,396060600
94,2010-03-17,4477.661,4565.259,4471.456,4565.259,592588200
95,2010-03-18,4577.849,4600.479,4551.05,4568.059,667493400
96,2010-03-19,4579.38,4600.834,4556.957,4598.636,522941900
97,2010-03-22,4607.981,4625.24,4587.145,4621.967,659924200
98,2010-03-23,4623.28,4633.361,4590.034,4600.455,652992000
99,2010-03-24,4603.105,4631.16,4601.698,4620.421,598539900
100,2010-03-25,4612.661,4612.661,4545.813,4545.813,522322100
101,2010-03-26,4541.721,4616.979,4541.324,4606.501,534314500
102,2010-03-29,4631.76,4679.676,4629.33,4677.738,720506100
103,2010-03-30,4683.611,4705.744,4675.115,4700.43,755835300
104,2010-03-31,4704.454,4706.576,4659.901,4673.702,571956200
105,2010-04-01,4675.515,4739.334,4675.428,4738.541,749753100
106,2010-04-02,4742.983,4746.941,4711.526,4736.709,843089800
107,2010-04-06,4742.968,4747.632,4684.746,4703.253,768659000
108,2010-04-07,4704.453,4707.546,4661.888,4685.489,682180800
109,2010-04-08,4684.533,4684.712,4628.111,4644.912,790592400
110,2010-04-09,4648.092,4689.532,4636.994,4689.457,677752600
111,2010-04-12,4702.261,4709.548,4634.952,4660.614,921394100
112,2010-04-13,4659.741,4690.174,4577.218,4661.422,903464600
113,2010-04-14,4666.056,4707.064,4646.525,4706.738,822815900
114,2010-04-15,4710.148,4717.2,4649.95,4677.807,792331500
115,2010-04-16,4679.637,4694.577,4644.83,4672.341,536787900
116,2010-04-19,4635.619,4635.619,4473.112,4475.358,886985500
117,2010-04-20,4471.232,4504.455,4402.832,4455.575,752085400
118,2010-04-21,4459.451,4579.353,4459.349,4578.92,966259100
119,2010-04-22,4573.11,4643.515,4541.925,4607.207,892815200
120,2010-04-23,4605.358,4637.117,4541.84,4547.941,736748200
121,2010-04-26,4528.912,4564.483,4506.107,4510.072,780423200
122,2010-04-27,4504.997,4505.486,4352.116,4419.29,729335700
123,2010-04-28,4380.828,4450.616,4353.009,4404.265,595117600
124,2010-04-29,4418.332,4442.929,4323.479,4326.476,708934100
125,2010-04-30,4300.288,4309.981,4174.895,4244.949,815660800
126,2010-05-04,4176.223,4255.303,4153.147,4203.664,505148500
127,2010-05-05,4163.567,4269.449,4129.086,4269.286,717952300
128,2010-05-06,4258.003,4259.055,4118.181,4121.82,797867200
129,2010-05-07,4041.323,4119.141,4006.234,4038.191,974067500
130,2010-05-10,4041.977,4095.63,3961.784,4040.77,716176400
131,2010-05-11,4115.344,4129.205,3944.294,3950.464,690126300
132,2010-05-12,3928.456,3969.27,3839.063,3921.153,727778800
133,2010-05-13,3921.982,4033.104,3901.449,4032.969,717236900
134,2010-05-14,4006.084,4050.204,3982.499,4017.237,573200000
135,2010-05-17,3974.527,3974.527,3796.409,3800.017,614664700
136,2010-05-18,3789.071,3860.686,3727.722,3842.648,621398400
137,2010-05-19,3826.955,3897.306,3803.165,3859.681,537847100
138,2010-05-20,3831.414,3933.349,3823.779,3837.111,610211500
139,2010-05-21,3753.096,3922.876,3731.538,3922.087,700432300
140,2010-05-24,3956.535,4093.873,3956.535,4071.063,948297800
141,2010-05-25,4054.616,4058.07,3969.934,3996.762,790451000
